İLAN ADI;MAHALLE;FİYAT;NET(m²);BRÜT(m²);ODA-SALON SAYISI;ODA SAYISI;SALON SAYISI;BANYO SAYISI;FOTOĞRAF SAYISI
Feneryolu Özgürlük Parkı'nın Yanında Caddeye 2 dakika;Feneryolu;2.250.000;100;115;2+1;2;1;1;10
Sahrayıcedit Palmiye Konutları 110m2 Net Balkonlu E.Banyolu 3+1;Sahrayı Cedit;3.495.000;110;145;3+1;3;1;2;31
Minübüs yolunda 2.Blok satılık daire;Göztepe;2.500.000;125;145;3+1;3;1;2;15
FENERYOLU MAZHARBEY MİNİBÜS CAD ÖZGÜRLÜK PARKI ARASI 115 NET;Feneryolu;2.600.000;115;135;3+1;3;1;1;27
BEGÜMDEN Çiftehavuzlar'da Teras'lı Kısmi Deniz Manz. 2+1;Göztepe;4.000.000;115;145;2+1;2;1;1;18
BEGÜMDEN ERENKÖY İSTASYON CAD. 3+1 140M2 BALKONLU EBEVEYN B.;Erenköy;3.300.000;120;140;3+1;3;1;2;30
CİTY'DEN ERENKÖYDE BAĞDATA YAKIN BALKONLU SIFIR 168 M2 3+1;Erenköy;7.400.000;120;168;3+1;3;1;2;21
SÜPER LÜKS FUL DENİZ MANZARALI 5+2 350M2 NET;Suadiye;13.100.000;350;400;5+2;5;2;5;29
SUADİYE AYŞEÇAVUŞ CAD. ÜZERİNDE 4+1 TERASLI PAY ÖLÇERLİ BAHÇELİ;19 Mayıs;2.350.000;140;220;4+1;4;1;2;14
YILIN SON FIRSATI BOSTANCI'DA BAĞDAT CADDESİNE YAKIN YATIRIMLIK;Bostancı;2.395.000;110;130;3+1;3;1;2;9
BEGÜMDEN Suadiye'de Tonozlu sokakta cad. yakın 3+1  balkonlu;Suadiye;4.395.000;125;150;3+1;3;1;1;18
BAYAR CADDESİNE YAKIN MİMARİ DEKORE EDİLMİŞ EBEVEYİNLİ 145M2;19 Mayıs;1.365.000;120;145;3+1;3;1;3;15
DİNAMİK'TEN SAHRAYICEDİT'TE 3+1 GENİŞ 1997 YAPIMI SATILIK DAİRE;Sahrayı Cedit;2.325.000;110;140;3+1;3;1;1;9
BEGÜMDEN C.BOSTAN 185M2 4+1 KATTA TEK BALKONLU EBEVEYN BANYOLU;Göztepe;4.525.000;145;185;4+1;4;1;2;28
GÖZTEPE HASTANE VE MİNİBÜSE ADIM MESAFEDE KİLERLİ 98M2 2+1;Merdivenköy;1.350.000;70;98;2+1;2;1;1;15
ELYSIUM ELIT KOŞUYOLU 4;Acıbadem;8.500.000;180;225;4+1;4;1;2;23
CİTY'DEN SUADİYEDE DENİZ MANZARALI TERASLI GENİŞ 4+2;Suadiye;6.950.000;180;235;4+2;4;2;3;23
TURYAP'TAN ACIBADEM SAKİNLER BÖLGESİ 6+1 SATILIK DUBLEKS DAİRE;Acıbadem;3.150.000;185;240;6+1;6;1;2;31
Erenköy Fırın Sk Net 160M2 Yeşillikler İçinde 3+1 Satılık Daire;Erenköy;4.500.000;160;180;3+1;3;1;2;36
ACIBADEM NEZİH BÖLGESİNDE İYİ KONUMLU 3+1 85m²GİRİŞKAT DAİRE;Hasanpaşa;880.000;80;85;3+1;3;1;1;27
KALAMIŞ RESİDENCE'DA 3.KAT DENİZ MANZARALI 360m2 SATILIK 5+1;Fenerbahçe;24.000.000;330;360;5+1;5;1;3;31
SUADİYE BAĞDAT YAKINI GENÇ BİNADA 2 BALKONLU GENİŞ 112M2 2+1;Suadiye;3.495.000;80;112;2+1;2;1;1;23
BEGÜMDEN SELAMİÇEŞME ÖZGÜRLÜK PARK YAKIN .2005 YAPIMI 3+1- 165m2;Feneryolu;4.690.000;135;165;3+1;3;1;2;17
Dinamik'ten Göztepe'de Parka Yakın 3+1;Göztepe;2.600.000;105;135;3+1;3;1;2;
Dinamik'ten Erenköy Etem Efendide Balkonlu 120m2 Net 3+1;Erenköy;7.400.000;120;155;3+1;3;1;2;13
Fenerbahçe Ordu Evi Caddesi Denize Yakın Teraslı Dubleks Sıfır;Fenerbahçe;12.150.000;224;275;5+2;5;2;3;15
Caddebostan Geniş Balkonlu Çocuk Oyun Parkı 3+1 Satılık;Göztepe;5.195.000;118;145;3+1;3;1;2;14
ERENKÖY BAĞDATA YAKIN 3 YILLIK 130M2 İSKANLI LÜKS;Erenköy;4.250.000;90;130;3+1;3;1;2;12
CADDEBOSTAN SAHİLDE TERASLI 300m2 DUBLEKS;Caddebostan;14.300.000;230;300;4+2;4;2;4;31
KAZASKER DE 3+1/130M2 DENİZ MANZARALI DAİRE( vatandaşlığa uygun;Suadiye;4.500.000;95;130;3+1;3;1;2;30
BEGÜMDEN SUADİYE KAPTANARİF'DE 4 YILLIK İSKANLI 4+2 ÇİFT TERASLI;Suadiye;4.895.000;175;240;4+2;4;2;2;27
KOZYATAĞINDA PRESTİJLİ BİNADA 4+1 170m2 DUBLEKS DAİRE;Kozyatağı;2.750.000;150;170;4+1;4;1;2;29
CADDEBOSTAN BAĞDAT'A 2. BİNADA 4+1 KATTA TEK SATILIK DAİRE;Caddebostan;15.500.000;355;490;4+1;4;1;3;28
Bostancı Ali Nihat Tarlan Cad. E.Banyolu;Bostancı;3.695.000;95;130;3+1;3;1;2;
SUADİYE'DE 2 YILLIK İSKANLI TERASLI DUBLEKS 4+2 230m2;Suadiye;7.500.000;180;230;4+2;4;2;3;29
SUADİYE / 4 SENELİK BİNADA BALKONLU İSKANLI(3+1);Suadiye;4.350.000;100;135;3+1;3;1;1;22
ERENKÖY ETHEMEFENDİ'YE YAKIN ULTRA LÜX 125M2 3+1;Erenköy;3.975.000;95;125;3+1;3;1;2;22
SUADİYE'DE KOMPLE YAPILI GENİŞ BALKONLU FERAH 3+1 140m2;Suadiye;3.985.000;108;140;3+1;3;1;1;23
SUADİYEDE İSKANLI BALKONLU 3+1 133m2 FERAH;Suadiye;4.170.000;97;135;3+1;3;1;2;31
Göztepe Marmaraya 500m. E.Banyolu Ön Cephe Ara Kat 70m2 Net 2+1;Merdivenköy;2.950.000;70;95;2+1;2;1;2;
SUADİYEDE 3+1 100NET BALKONLU EBEVEYNLİ;Suadiye;3.825.000;100;130;3+1;3;1;2;28
BEGÜMDEN GÖZTE  2001 Çelik inşaat Yapımı 125 m2  3+1 Balkonlu;Göztepe;3.995.000;125;165;3+1;3;1;2;11
BOSTANCI MARMARAYA 2-3 DAKİKA MESAFEDE GENÇ VE PRESTİJLİ.;Bostancı;3.250.000;130;160;3+1;3;1;2;31
FENERYOLU'NDA 115m2 net 3+1 2 BALKONLU MİSAFİR WC'Lİ !!;Feneryolu;3.200.000;115;150;3+1;3;1;2;33
SUADİYE AYŞE CAVUŞ CAD.BALKONLU GENİŞ 3+1;Suadiye;2.350.000;100;125;3+1;3;1;1;30
BEGÜMDEN MARMARA ÜNİVERSİTESİNE YAKIN 3+2 İSKANLI DUBLEKS;Eğitim;3.575.000;150;185;3+2;3;2;2;31
CADDEBOSTAN SAHİLDE TERASLI 390m2 DUBLEKS;Caddebostan;17.750.000;290;390;5+2;5;2;4;18
BEGÜMDEN SUADİYEDE BAĞDAT CAD.GENÇ BİNADA 225M2 4+1 BALKONLU;Suadiye;4.650.000;200;225;4+1;4;1;2;31
BEGÜMDEN KOZYATAĞINDA 135M2 3+1 BALKONLU ÖZEL DEKORLU;19 Mayıs;2.365.000;100;135;3+1;3;1;2;20
BEGÜMDEN CADDEBOSTAN SAHİLE YÜRÜME MESAFESİNDE 4+1(SIFIR);Caddebostan;9.750.000;155;210;4+1;4;1;2;31
BEGÜMDEN CADDEBOSTAN SAHİLDE 110M2NET SIFIR KATTA TEK DENİZ MANZ;Caddebostan;7.595.000;110;145;3+1;3;1;2;26
CADDEBOSTAN SAHİL GÜL BAHÇESİNE YAKIN 130M2 3+1 KOMBİLİ BALKONLU;Caddebostan;5.700.000;100;130;3+1;3;1;2;8
BEGÜMDENCADDEBOSTAN PLAJYOLUNDA GENÇ BİNADA 240 4+1;Caddebostan;6.500.000;240;280;4+1;4;1;3;26
KALAMIŞ MARİNA MANZARASI VE BAĞDAT CADDESİ BİR ADIM;Fenerbahçe;12.950.000;150;190;4+1;4;1;2;26
BEGÜMDEN SUADİYE'DE 4+2 DENİZ MANZARALI TERASLI DUBLEKS;Suadiye;6.050.000;185;210;4+2;4;2;3;31
BEGÜMDEN C.BOSTAN SAHİLDE 3YILIK 3+1 130m2 İSKANLI EBEVYN B.;Caddebostan;5.750.000;97;135;3+1;3;1;2;28
BEGÜMDEN REZİDANS DA GÜVENLİKLİ HAVUZLU BALKONLU3+1 145m²;Göztepe;5.500.000;115;145;3+1;3;1;2;31
BEGÜMDEN CADDEBOSTAN TAŞMEKTEP'TE 140 m2 4 YILLIK GENİŞ BALKONLU;Caddebostan;5.195.000;118;140;3+1;3;1;2;31
BEGÜMDEN CADDEBOSTAN SAHİLDE 4+1 200M2 GÜVENLİKLİ FERAH;Caddebostan;7.395.000;165;200;4+1;4;1;3;9
BAĞDAT CADDEBOSTAN PLAJ YOLU DENİZ MANZARALI 4+1 TERASLI DUBLEKS;Caddebostan;6.500.000;235;310;4+1;4;1;3;36
BEGÜMDEN ERENKÖY CAD. YAKIN 200M2 4+2 İSKANLI DUBLEX DENİZ MANZ.;Erenköy;5.500.000;200;240;4+2;4;2;3;29
BEGÜMDEN SUADİYEDE BAĞDATA YAKIN TONOZLUDA3+1 150 M2 YENİLENMİŞ;Suadiye;4.275.000;120;150;3+1;3;1;2;13
KENTPLUS KADIKÖY 1+0 SATILIK;Eğitim;850.000;36;58;1+0 (Stüdyo);1;0;1;4
CİTY TEKYETKİLİ;Feneryolu;2.375.000;100;140;3+1;3;1;1;25
KW Fahrettin'den Kalamış Yalı Parselinde Manzaralı Dubleks Daire;Zühtüpaşa;21.000.000;277;340;6+1;6;1;5;35
Caddebostan Sahil Parseli;Caddebostan;8.450.000;180;225;4+1;4;1;3;
SUADİYE'DE DİNAMİK'TEN 4 YILLIK BALKONLU 3+1 LÜKS SATILIK;Suadiye;4.300.000;110;140;3+1;3;1;2;22
CİTYDEN..FENERYOLU ÖZGÜRLÜK PARKINA YAKIN BALKONLU KATTA TEK 3+1;Göztepe;2.600.000;96;135;3+1;3;1;2;1
ERENKÖYÜN KALBİNDE RENÖVE EDİLMİŞ 3+1 İSKANLI DAİRE;Suadiye;3.850.000;130;160;3+1;3;1;3;26
SUADİYE SAHİL 310m2 LEBİDERYA MANZARALI SIFIR DUBLEX SATILIK 5+1;Suadiye;18.000.000;255;310;5+1;5;1;3;30
GÖZTEPEDE 3+1 FIRSAT DAİRE ARAYANLARA..;Göztepe;1.615.000;90;130;3+1;3;1;2;26
MODA'DA DENİZE YAKIN 2+1 ULTRA LÜKS;Caferağa;1.950.000;85;115;2+1;2;1;1;29
Bağdat Caddesi'nde;Caddebostan;16.500.000;160;200;4+1;4;1;2;25
YETKİLİ;Feneryolu;3.100.000;130;175;3+1;3;1;2;52
ŞAŞKINBAKKAL'DA BAĞDAT CEDDESİ'NE BEŞ DAKİKA 145M2;Suadiye;3.985.000;110;145;3+1;3;1;2;26
SUADİYE'DE DEPREM SONRASI 230M2 KATTA TEK LÜKS;Suadiye;6.900.000;190;230;4+1;4;1;2;27
ERENKÖYDE İSKANLI 130 M2 3+1 ETRAFI FERAH DAİRE;Erenköy;4.250.000;90;130;3+1;3;1;2;19
ULTRA LÜKS ÖZEL YAPILMIŞ ÇOK MERKEZİ KONUMLU SATILIK 3+1 DAİRE;Sahrayı Cedit;3.100.000;119;154;3+1;3;1;2;31
TURYAP TAN 6+2 SATILIK DUBLEKS BAĞDAT CADDESİ 3.PARALEL SOKAKTA;Göztepe;10.950.000;250;335;6+2;6;2;5;31
FENERBAHÇE DE SATILIK 3+1 135m2 net EBEVEYN BANYOLU Daire;Fenerbahçe;3.950.000;135;150;3+1;3;1;2;25
SUADİYE SAHİLDE OTELE KOMŞU;Suadiye;10.000.000;112;157;3+1;3;1;2;14
BEGÜMDEN ERENKÖY BAĞDAT CAD. DİVANA 5Dk 4+1 185M2 YENİLENMİŞ;Erenköy;4.495.000;145;185;4+1;4;1;3;26
TURYAP TAN BAĞDAT CADDESİ 3. PARALEL SOKAK TA 4+1 SATILIK DAİRE;Göztepe;8.950.000;155;210;4+1;4;1;3;31
Suadiye Feride Geçidi Bağdat Caddesi Yakın 2+1 Satılık;Suadiye;2.250.000;52;70;2+1;2;1;1;10
Dinamik'ten Fenerbahçe'de Katta Tek Geniş 3+1;Fenerbahçe;4.785.000;125;160;3+1;3;1;2;31
Dinamik'ten Erenköy'de Marmaraya Yakın İçi Yenilenmiş Geniş 3+1;Erenköy;3.495.000;130;160;3+1;3;1;3;24
BOSTANCIDA ALİ NİHAT TARLANDA FULL MANZARA ULTRA LÜX 4+2 TERASLI;Bostancı;4.500.000;150;185;4+2;4;2;2;31
Erenköy Bağdat Caddesi İle Tren Yolu Arasında Satılık 3+1 Daire;Erenköy;4.500.000;102;123;3+1;3;1;2;31
SUADİYE SIFIR 210M2 YÜZME HAVUZLU MANZARALI TERASLI LÜKS DUBLEKS;Suadiye;6.000.000;185;210;4+2;4;2;3;36
Fenerbhaçe Ordu Evine Dalyan Kulüp'e Yakın Sıfır Binada;Fenerbahçe;7.700.000;100;135;3+1;3;1;2;
SUADİYE SAHİLDE SIFIR 145M2 DENİZ MANZARALI BALKONLU ULTRA LÜKS;Suadiye;8.595.000;110;145;3+1;3;1;2;26
F.BAHÇE'DE 160M2 2 BALKONLU KOMBİLİ KAPALI OTOPARKLI KATTA TEK;Fenerbahçe;4.785.000;125;160;3+1;3;1;2;29
GÖZTEPE BAĞDATA YÜRÜME MESAFESİNDE 200M2 İKİ BALKONLU ULTRA LÜKS;Göztepe;4.950.000;150;200;4+1;4;1;2;25
C.BOSTAN'DA 185M2 2BALKONLU KAPALI OTOPARKLI KATTA TEK ULTRA LUX;Göztepe;4.895.000;145;185;4+1;4;1;2;25
CENTURY 21 SAHRA'DAN BAYTUR KONUTLARINDA 4+1 170 m2 NET KULLANIM;Kozyatağı;4.900.000;170;220;4+1;4;1;2;50
GÖZTEPE MERDİVENKÖY DE MERKEZİ BAKIMLI KULLANIŞLI SATILIK;Merdivenköy;1.800.000;105;130;3+1;3;1;1;22
CENTURY 21.SAHRA'DAN BAĞDAT'A COK YAKIN 4 YILLIK BİNADA 4+1;Göztepe;6.000.000;135;160;4+1;4;1;2;21
CENTURY 21.SAHRA'DAN SAHİLE ÇOK YAKIN İÇİ FULL YAPILI 4+1 180 M2;Caddebostan;8.900.000;180;220;4+1;4;1;4;34
CENTURY 21.SAHRA'DAN 3 YILLIK BİNADA 4+2 DUBLEKS DENİZ MANZARALI;Kozyatağı;5.850.000;210;260;4+2;4;2;2;27
CENTURY 21.SAHRA'DAN 9 YILLIK DENİZ MAN. 4+2 İÇİ FULL YAPILI;Suadiye;12.850.000;300;380;4+2;4;2;3;55
CENTURY 21.SAHRA'DAN FULL DENİZ MAN. İÇİ YAPILI 133M2 NET 3+1;Bostancı;4.650.000;133;160;3+1;3;1;2;44
CENTURY 21.SAHRA'DAN SUADİYE'DE GENÇ BİNADA İÇİ YAPILI 2+1;Suadiye;3.595.000;85;105;2+1;2;1;1;22
CENTURY 21.SAHRA'DAN 2001 YAPIMI GÜVENLİKLİ HAVUZLU FULL YAPILI;Bostancı;3.550.000;135;160;3+1;3;1;2;32
CENTURY 21.SAHRA'DAN C.BOSTAN PLAJYOLU'NDA 4+1 DUBLEKS 240M2 NET;Caddebostan;6.500.000;240;280;4+1;4;1;3;29
TEK YETKİLİYİZ. CENTURY 21 SAHRA'DAN 128m2 NET KULLANIMLI;Kozyatağı;2.785.000;128;146;3+1;3;1;1;24
CENTURY 21.SAHRA'DAN C.BOSTAN SAHİLDE SIFIR BİNADA 3+1 KATTA TEK;Caddebostan;7.595.000;110;145;3+1;3;1;2;23
CENTURY21.SAHRA'DAN F.BAHÇE'DE DENİZ MAN.4+1 155M2 NET KATTA TEK;Fenerbahçe;12.950.000;155;190;4+1;4;1;2;20
CENTURY 21.SAHRA'DAN BAĞDAT CAD. YAKIN 4+1 İÇİ FULL YAPILI 145M2;Erenköy;4.495.000;145;185;4+1;4;1;3;19
CENTURY 21.SAHRA'DAN SAHİLE ÇOK YAKIN KISMİ DENİZ MAN. 3+1;Fenerbahçe;7.950.000;120;155;3+1;3;1;2;19
CENTURY21.SAHRA'DAN BAĞDAT'A YAKIN İÇİ FULL YAPILI 3+1 128M2 NET;Suadiye;4.275.000;128;145;3+1;3;1;2;19
SELAMİÇEŞME ÖZGÜRLÜKTE DEPREM SONRASI 165M2 KOMBİLİ ULTRA LÜKS;Feneryolu;4.690.000;135;1165;3+1;3;1;2;31
Feneryolu 26 Mart Parkına Yakın Konumda Satılık 2+1 Daire;Feneryolu;2.690.000;75;90;2+1;2;1;1;19
CENTURY 21.SAHRA'DAN F.BAHÇE SAHİLE ÇOK YAKIN YENİ BİNA 3+1;Fenerbahçe;3.950.000;90;120;3+1;3;1;2;18
SUADİYE'DE DİNAMİK'TEN BAĞDATA YAKIN 4+2 MANZARALI 210M2 DUBLEKS;Suadiye;6.050.000;185;210;4+2;4;2;3;31
CENTURY 21.SAHRA'DAN Ç.HAVUZLAR'DA 4YILLIK TERAS KEYFİ MANZARALI;Göztepe;4.000.000;115;150;2+1;2;1;1;17
SUADİYE SAHİLDE OTELE KOMŞU VE DENİZ MANZ. YENİ BİNA;Suadiye;17.000.000;255;330;5+1;5;1;3;27
Kadıköy Fenerbahçe'de Satılık;Fenerbahçe;1.850.000;38;48;1+1;1;1;1;21
GÖZTEPE DE MÜKEMMEL LOKASYONDA;Göztepe;3.950.000;95;115;3+1;3;1;2;25
SUADİYE BAĞDATA YAKIN 7 YILLIK YENİ 115M2 BALKONLU LÜKS;Suadiye;3.595.000;85;115;2+1;2;1;1;23
SUADİYE'DE 2 YILLIK 235M2 DENİZ MANZARALI TERASLI LÜKS DUBLEKS;Suadiye;6.950.000;185;235;4+2;4;2;3;27
MTS PRIME EMLAK-YETKİLİ;Fenerbahçe;9.750.000;180;220;4+1;4;1;4;26
Çiftehavuzlar Güvenlikli Tenis Kortlu Satılık 3+1 Daire;Göztepe;2.990.000;100;130;2+1;2;1;1;20
ERENKÖY'DE MARMARAYA YAKIN 130M2 BALKONLU ULTRA LÜKS;Erenköy;2.900.000;95;130;3+1;3;1;2;20
CENTURY 21.SAHRA'DAN 4 YILLIK İÇİ FULL YAPILI 2+1 Y.GİRİŞ;Fenerbahçe;2.995.000;75;90;2+1;2;1;2;15
FİKİRTEPE KENTPLUS;Eğitim;1.245.000;45;72;1+1;1;1;1;9
CENTURY 21.SAHRA'DAN BAĞDAT'A YAKIN İÇİ FULL YAPILI 3+1;Suadiye;3.985.000;110;140;3+1;3;1;2;13
Dinamik'ten Merdivenköy'de Minibüse 2.Bina Park Manzaralı 3+1;Merdivenköy;3.100.000;120;150;3+1;3;1;2;19
Fenerbahçe Bağdat Caddesi Komple Yenilenmiş Balkonlu 4+1;Fenerbahçe;5.950.000;145;185;4+1;4;1;2;26
Selamiçeşeme Özgürlük Parkına Yakın Masrafsız;Feneryolu;4.690.000;135;165;3+1;3;1;2;26
Fenerbahçe Kahve Dünyası Yakın Balkonlu 4+1 Satılık Daire;Fenerbahçe;8.800.000;152;200;4+1;4;1;2;21
KALAMIŞTA SATILIK EŞSİZ YALI DAİRESİ;Fenerbahçe;15.900.000;180;200;4+1;4;1;1;32
CITY'DEN .. CADDEBOSTAN SAHİLDE LEBİDERYA 220M2 3+2 DUBLEX ..;Caddebostan;9.750.000;160;220;3+2;3;2;3;7
Dinamik'ten Merdivenköy'de Minibüs Yoluna 2.Bina Ön Cephe Park M;Merdivenköy;3.350.000;90;125;3+1;3;1;2;15
TÜLAY ÖZKÖK'TEN KALAMIŞTA YENİLENMİŞ HUZURLU SATILIK DAİRE;Zühtüpaşa;1.700.000;62;77;2+1;2;1;1;14
FENERBAHÇE MERKEZDE;Fenerbahçe;10.500.000;140;196;4+1;4;1;2;19
BAĞDATIN SADECE 3 SOK ÜSTÜ ERENKÖYDE;Erenköy;4.950.000;105;147;3+1;3;1;2;19
FENERYOLU MAHALLESİ'NDE FERAH VE KULLANIŞLI HARİKA MANZARALI;Feneryolu;9.400.000;147;184;4+2;4;2;3;31
FENERYOLU MAHALLESİ'NDE PANAROMİK DENİZ MANZARALI DUBLEKS;Feneryolu;9.500.000;147;184;4+2;4;2;3;31
FENERYOLUNDA BAĞDATA 7.BİNA;Feneryolu;4.150.000;87;120;3+1;3;1;2;28
ERENKÖY ETHEMEFENDİ CAD. YAKIN 110M2 BALKONLU KOMBİLİ LÜKS;Erenköy;2.485.000;85;110;2+1;2;1;1;18
CADDEBOSTANDA 147M2;Erenköy;4.500.000;105;147;3+1;3;1;2;17
ERENKÖY'DE DİNAMİK'TEN ÇİFT TERASLI DUBLEKS 4+1 190 m2 SATILIK;Erenköy;4.300.000;160;190;4+1;4;1;3;20
CADDEBOSTAN'DA;Caddebostan;11.850.000;224;315;3+2;3;2;4;16
SUADİYE BAĞDAT'A YAKIN 13.KAT EBEVEYNLİ BALKONLU '0' SATILIK 3+1;Suadiye;4.650.000;87;110;3+1;3;1;2;31
CADDEBOSTAN'DA DİNAMİK'TEN KATTA TEK 4+1 185m2 BALKONLU;Göztepe;4.895.000;145;180;4+1;4;1;2;20
FENERBAHÇEDE 3 YILLIK;Fenerbahçe;5.780.000;134;180;5+1;5;1;2;27
Bağdat yakını 5+2 çift teras ve balkon dubleks tapu masrafı yok;Göztepe;7.800.000;250;280;5+2;5;2;4;30
Bağdat Caddesine Paralel Güvenlikli ve Bahçeli 3+1 Daire;Bostancı;4.350.000;99;149;3+1;3;1;2;36
CİTY'DEN FENERYOLU'NDA BAĞDAT'A 2. PARALEL İSKANLI SIFIR 4+2;Feneryolu;4.750.000;195;240;4+2;4;2;3;22
GÖZTEPE MERDİVENKÖY DE MERKEZİ BAKIMLI KULLANIŞLI SATILIK;Merdivenköy;1.800.000;105;130;3+1;3;1;1;21
CITY'DEN.. KIZILTOPRAK'TA KISMİ DENİZ MANZARALI 240M2 4+1 5.950;Feneryolu;5.950.000;180;240;4+1;4;1;1;22
DİNAMİK'TEN PLAJYOLUNDA YEŞİLLİKLERE BAKAN GENÇ BİNA DUBLEKS;Caddebostan;6.500.000;240;280;4+1;4;1;3;26
Dinamik'ten Feneryolu Özgürlük Parkında Geniş 3+1 2005 Yapımı;Feneryolu;4.690.000;135;165;3+1;3;1;3;27
Fenerbahçe Ordu Evine Parka Sahile Yakın 3+1 Satılık;Fenerbahçe;5.950.000;110;140;3+1;3;1;2;12
Selamiçeşme Bağdat Caddesi 3. Bina Parka Yakın Masrafsız;Feneryolu;6.450.000;208;220;4+1;4;1;2;28
